sku,name,description,category,subcategory,brand,model,sell_price,notes,warehouse,unit
MOT15A1,MOT15A1 - Touch,"IP. antintrusione, TVCC. Utilizzando Goolgle Play è possibile installare applicazioni di qualsiasi tipo. Caratteristiche tecniche: telecamera frontale 2MP, CPU RK3566 Quad-core Cortex-A55 1.8GHz, 4G di RAM, 32G ROM, pannello touch IPS 1920x108 capacitivo, WAFi, 1 porta RJ45, Bluetooth 4.0, slot SD Card max 32G, mini USB, 2x USB, uscita HDMI, uscita audio Jack 3,5mn NMuttimedia: MPEG-1, MPEG-2, MPEG-4, H.263, H.264, VC1, RY etc., MP3ANMA/AAC, ipeg, ipg, microfono 2 speaker 7W incorporati, Alimentazione 12V/2A, Poe HEEE302.3atfaf, staffa da tavolo inclusa, attacco VESA standard, dimensioni 252,76 x 403,76 (L} x 33,50(P}, Colore nero. EL: Android ds] GooglePiay Smart Key touch Hykon 18,5” Android 11 con servizi Google, ideale la centralizzazione di sistemi domotici, videocitofonici IP antintrusione, TYCC. Utilizzando Goolgle Play è possibile installare applicazioni di qualsiasi tipo. Caratteristiche tecniche: telecamera frontale 2MP, CPU RK3566 Quad-core Cortex-A55 1.8GH7, 4G di RAM, 32G ROM, panneitlo touch IPS 1920x108 capacitivo, WiFi, 1 porta RJ45, Bluetooth 4,0, slot SD Card max 32G, mini USB, 2x USB, uscita HDMI, uscita audio Jack 3,5rmn",Smart Key,Touch,Hykon,MOT15A1,1387.0,STVESAAB,listino,pz
MOT18A1,MOT18A1 - Touch,"Multimedia: MPEG-1, MPEG-2, MPEG-4, H.263, H.264, VC1, RY etc., MP3/WMA/AAC, jpeg, ipg, microfono 2 speaker 3W incorporati, Alimentazione 12V/2A, Poe HEEE302.3atfaf, staffa da tavolo inclusa, attacco VESA standard, dimensioni 282,50| x 462,00 {L} x 37,50(P}, Colore nero. ASL Android deh Google Play Smart Key touch Hykon 21,5” Android 11 con servizi Google, ideale la centralizzazione di sistemi domotici, videocitofonici IP. antintrusione, TYCC. Utilizzando Goolgle Play è possibile installare applicazioni di qualsiasi tipo. Caratteristiche tecniche: telecamera frontale 2MP, CPU RK3566 Quad-core Cortex-A55 1.8GH7, 4G di RAM, 32G ROM, pannello touch IPS 1920x108 capacitivo, WiFi, 1 porta RJ45, Bluetooth 4.0, slot SD Card max 32G, mini USB, 2x USB, uscita HDMI, uscita audio Jack 3,5mn Muttimedia: MPEG-1, MPEG-2, MPEG-4, H.263, H.264, VC1, RY etc., MP3ANMA/AAC, ipeg, ipg, microfono 2 speaker 7W incorporati, Alimentazione 12V/2A), Poe IEEESO2 .3atfaf, staffa da tavolo inclusa, attacco VESA standard, dimensioni 332,21 x 539,11 {L} x 39,/5[F}, Calore nera.",Smart Key,Touch,Hykon,MOT18A1,1433.0,H),listino,pz
MOTOS8A1,MOTOS8A1 - Touch,"E DESCRIZIONE TOUCH DA SEMI INCASSO ciALI Android disk ]}» Google Play Smart Key touch Flat Hykon 4° Android 13 con servizi Google, compieto di sonda di temperatura e umidità, ideale la centralizzazione di sistemi domotici, videocitofonici IP, antintrusione, TYCC. Utilizzando Google Play è possibile installare applicazioni di qualsiasi tipo. Caratteristiche tecniche: CPU RK3566 Quad-core ARM Corter-A55 2GHz, 2G di RAM, 32G . ROM, pannello touch IPS 480x480 capacitivo, Brightness 300Nits, WIFI 202.11b/g/n, 1 porta RJ45 10/0/1001, Bluetooth 4.0, 2 microfoni e speaker incorporati, Multimedia | Video: MOY 10820PfAVI/NIMYRM/RMYB/3GP/MKYMP4/ASF/YOB",Smart Key,Touch,Hykon,MOTOS8A1,925.0,ACCESSORI,listino,pz
MOTI10A1,MOTI10A1 - Touch,"i Audio: MP3/WMA/WAY{AAC/FIAC/OGG alimentazione 12V[2A. Poe IFFF802.3 af, staffa proprietaria da incasso, involucro | materiale plastico, dimensioni 84,5[H} x 84,5 [L) x 36,2{P] mm, Bordo bianco. 3V2B O Finecolei | Google Play Smart Key touch Flat Hykon 4” Android 13 con servizi Google, compieto di sonda di temperatura e umidità, ideale la centralizzazione di sistemi domotici, videocitofonici IR, antintrusione, TYCC. Utilizzando Google Play è possibile installare applicazioni di qualsiasi tipo. Caratteristiche tecniche: CPU RK3566 Quad-core ARM Corter-A55 2GHz, 2G di RAM, 32G RON pannello touch IPS 480x480 capacitivo, Brightness 300Nîts, ViFi 802.11b/g/n, 1 porta RJ45 10M/100M, Bluetooth 4.0, 2 microfoni e speaker incorporati, Multimedia | Video: MOV 1080P/AVIANIMYVRM/RMYB/3GP/MKV/MP4/ASFWOB Audio:",Smart Key,Touch,Hykon,MOTI10A1,525.0,rm,listino,pz
MOT14A1,MOT14A1 - Touch,"CPU RK3566 Quad-core ARM Cortex-A55 2GHz, 4G di RAM, 32G ROM, pannello touch IPS 1280x8£00 capacitivo, Brightness 300Nits, WiFi 802.11b/e/n, 1 porta RJ45 10M/100M, Bluetooth 4.0, 2 microfoni e speaker 2W incorporati, Multimedia | Video: MOV LOBOP7AVI/NIMY/RM/ RMVEB/3GP/MKY{/MP4/ASFVOB Audio: MP3ANMAANANVAAACIFLAC/OGG , alimentazioni 12V/2A, Poe LEEE802.3 af, staffa metallica per montaggio su 502 e 503, scatola proprietaria da incasso, involucro in materia metallico, dimensioni 1/3{H] x 240 [L] x 11{P), Bordo silver. AVI: Android dis] GooglePiey",Smart Key,Touch,Hykon,MOT14A1,1350.0,le,listino,pz
LED22F,LED22F - Monitor 22” LCD TFF FullHD,"E DESCRIZIONE HD Monitor 22” LCD TFF FullHD, formato 16:9, Risoluzione 19720 x 1080 a 60 Hz, tempo di risposta [fpico): 5 ms, luminosità 250 cdfm?*, fattore di contrasto [tipico] 1000:1, angolo visuale 1702 {0} / 160° (V) @ CR > 10, colori display: 16,7 frequenza di scansione 30 - 83 kHz {0}/56 - 76 Hz [V), ingresso HDMI. Colore: nero Alimentazione: Incorporata 240 Y CA, 50)",Monitor,Monitor Standard e Industriali,Hykon,LED22F,414.0,ACCESSORI,listino,pz
LEDI221,LEDI221 - Monitor LCD con pannello industriale da 22” Ful[HD,"| Hz “HD Monitor LCD con pannello industriale da 22” Ful[HD, involucro plastico adatto per il funzionamento continuo 24/7. ll Risoluzione schermo 1920X1080 FULL HD 16:9, ingressi HDMI, VGA. Luminosità 2500d/m2, contrasto 1000:1, tempo di risposta 5m5, 16,7 di colori. 2 Speaker audio 3W stereo. Alimentazione 12Ycc. Temperatura di funzionamento -30°C + 85°",Monitor,Monitor Standard e Industriali,Hykon,LEDI221,489.0,n. | STVESA4BS,listino,pz
LEDIM2,LEDIM2 - Monitor LCD con pannello industriale da 28” 4K,"installabile a desktop con staffa in dotazione o a parete {compatibilità vesa]. 84K Monitor LCD con pannello industriale da 28” 4K, involucro plastico adatto per il funzionamento continuo 24/7. Risoluzione schermo 3840x2160 4K 16:9, ingressi HDMI, DP. Luminosità 350cd/m2, contrasto 1000:1, tempo di risposta 5ms, 16,7M di colori. 2 Speaker audio 3W stereo. Alimentazione 100""240VYac. Temperatura di funzionamento -30°C",Monitor,Monitor Standard e Industriali,Hykon,LEDIM2,1146.0,"""9 | STVESAZBF",listino,pz
"Re, ‘+ __ 1","Re, ‘+ __ 1 - Monitor test schermo 7?"" touch screen con nsoluzione 1920","EVE + I I I RA N"" È im ei DESCRIZIONE Monitor test schermo 7?"" touch screen con nsoluzione 1920x1200, Protocolli IP: ONVIFE, ONVIF PTZ, ACTI, Dahua, Hikvision, Samsung, Honeywell, etc, Test di rete: Server FFEP, Indirizzo IP statico, DHCP, bandwidth, test simultanei su diverse connessioni a telecamere IP, LCD: Regolazione luminosità, contrasto, colore, Ingresso HD supporta risoluzioni fino a1080P, Uscita HDMI, supporta risoluzioni fino a 4K, Porta di rete: 10/100/1000M, RIA45, Wifi integrato, POE 24W per lalimentazione della telecamera IP, 1 ingresso video BNC / 1 uscita video BNC floop), Uscita Video 1.0 Vp-p, Test Video: Segnali video misurati in IRE 0 my, Alimentazione: 5Y DC, 2A, Uscita | alimentazione: 12Y DC, 2A per l'alimentazione della telecamera, Audio: 1 ingresso / 1 uscita, Blocco dello scher i con richiesta password, Quick office, Interfaccia: RS485, Baud Rate: 150, 300, 600, 1200, 2400, 4800,9600, sl 19200bps, Ricerca Indirizzo PTZ, Batteria ricaricabile al tto; 7.4V DI, 5000mAh, Autonomia 10 ore, Visualizza segnali video analogici, AHD {fimo a 5Megapixel), CVI [fino a AMegsapixel], TVI {fino a AMegapixel), iP, Verifica connessioni cavo, Supporta più di 30 protocolli, come ad esempio PELCO-D/P Samsung, Panasonic, TeleEye etc. PTZ data, Visualizza | comandi inviati alla PTZ, Zoom 4x, Possibilità di fare snapshot e salvare le Immagini come he IPG, Registrazione file su SD card e playback, Port flicker, Ricerca veloce delle porte POE connesse, Scansione IP. Ricerca veloce delle telecamere IP 0 dei dispositivi connessi, Test ping degli indirizzi IP, Test voltaggio POE, sfarfallio, Forcia incorporata, 8G Micro SD card, supporta fino a 32Gb. ""a a id ., Mo there: e prin = peli. te ss IT a Lui i Mr li I re mei o e «gie. co FE. ni e Ta a EETST La Mi RR, sun è e Earn de ve 3 3. i SP Ru ha get <p LA hi, ez LOI RA LO i _ I gi sani pt DA Lì ta ne a re Ni 4 x ei hi ea darne are I La ""Fr > RA LS i . “i + n LA \ A i LI ""A,",Monitor,Monitor Test,Hykon,"Re, ‘+ __ 1",2229.0,| | ACCESSORI,listino,pz
UPS1000,UPS1000 - UPS 1000VA/900W ON LINE doppia conversione,"E DESCRIZIONE OLST UPS 1000VA/900W ON LINE doppia conversione, classificazione VFI-55-113 secondo EN62040-3, ingresso con cavo spina",UPS e Soccorritori,UPS Interactive Standard,Hykon,UPS1000,910.0,ACCESSORI,listino,pz
UPS2000,UPS2000 - UPS Interactive Standard,"schuko, 2 uscite IEC 10A, autonornia 13 minuti a pieno carico, display Lcd, porta seriale R5232, SMART SLOT per scheda SN e scheda contatti, peso 13K£. OLST",UPS e Soccorritori,UPS Interactive Standard,Hykon,UPS2000,1575.0,UPSRE,listino,pz
S0C80,S0C80 - UPS 2000VA/1500W ON LINE doppia conversione,"UPS 2000VA/1500W ON LINE doppia conversione, classificazione YFI-55-113 secondo EN67040-3, ingresso con cavo spina schuko, 2 uscite IEC 10A, autonomia 13 minuti a pieno carico, display Lcd, porta seriale R5S232, SMART SLOT per scheda SN e scheda contatti, peso 25K£.",UPS e Soccorritori,UPS Interactive Standard,Hykon,S0C80,540.0,UPSRE,listino,pz
SWP2LSI,SWP2LSI - SWITCH POE LAYER2 MANAGED >G2F Switch HYKON Layer 2 Mana,"E DESCRIZIONE SWITCH POE LAYER2 MANAGED >G2F Switch HYKON Layer 2 Managed, 8 porte PoE 10/100/1000M Poe, 2 Uplink Gigabit SFP, 30W max per porta, 36 max dispomibili, Backplane bandwidth 20Ghps, protocolli: IEEE 802.3 - IEFE 802.31- IEEE 802.3u - IEEE 802.3ab - IEFE 802.37 - IE 202.3ad -IEEE 802.3x - IEEE 802.1p - IEEE 802.1q - IEEE 802.1d - IEEE 802.15 - IEEE 802.1w - IEEE 802.3af - IEEE 802.3at, Pack forwarding rate:14.9Mpps, MAC address table:SK, port cache:4.1Mb, support DHCP Snoopinge, Forwarding mode: store ar forward, Funzioni Al: AI VLAN, AI Extend per rilancio segnale sino a 250mt su cavo CAT5/6 - AI PoE - AI QoS, Caratteristici di sicurezza: password protection - Support to restrict user access based on port number, IP address, MAC address - HTTPS (A SSL V3,TLS V1, SSH V1/V2 - IP-MAC-PORE ternary binding - ARP protection, IP source protection, DoS protection - Support port security and port isolation, DHCP Snooping, DHCP attack protectlon, PoE management: PoE total power limit - PoE ch status check - PoE port priority - POE power supply time period, Multicast: IGMP v1/v2 Snoopinge - multicast VLAN - multici filtering, packet statistics, unknown multicast discard, Gestione e manutenzione: WEB network management [HTTP, HTTPS SSL V3) - CLI [Telnet,55H V1/Y2) - SNMP Y1/V2/V3, LLDP, RIMIGHN, ARP protection, IP source protection, Dos protection, CPU monitonng, memory monitoring - system log - graded warning - Ping, Fracert detection, cable detection, Dimensioni",Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,SWP2LSI,300.0,ACCESSORI,listino,pz
SWP2L16,SWP2L16 - Switch HYKON Layer 2 Managed,"(LxWW/xH]: 225mmx120mmx35mm , temperatura di funzionamento 0°C740°C, Alimentatore esterna incluso 527 96W. PG2F Switch HYKON Layer 2 Managed, 16 porte PoE 10/100/1000M Poe, 2 Uplink Gigabit SFP. 30W max per porta, 140 max disponibili, Backplane bandwidth 36Gbps, protocolli: IEEE 802.3 - IEEE 802.3) - IEEE 802.3u - IEEE 802.3ab - IEEE 802.37 - IEE 202.3ad IEEE 802.3x - IEFE 802.1p - IFEE 802.10 - IEEE 802.1d - IFEE 802.15 - IEEE 802.1w - IEEE 802.3af - IFEE 802.3at, Packe forwarding rate: 26,8Mpps, MAC address table:8K, port cache:4.1Mb, support DHCP Snooping, Forwardine mode: store and forward, Funzioni AF: AI VLAN, AI Extend per rilancio segnale sino a 250mt su cavo CAT5/6 - AI PoE - AI Cos, Caratteristiche ICH di sicurezza: password protechion - Support to restrict user access based on port number, IP address, MAC address - HTTPS, SSL V3,TILS V1, 55H V1/Y2- IP-MAC-PORT ternary binding - ARP protection, IP source protection, DoS protection - Support port security and port Isolation, DHCP Snooping, DHCP attack protection, POE management: PoE total power limit - PoE chip status check - PoE port priority - POE power supply time period, Muiticast: IGMP v1/v2 Snooping - multicast VLAN - mufticasi filtering, packet statistics, unknown multicast discard, Gestione e manutenzione: WEB network management {HTTFP, HTTPS, SSL Y2] - CLI [Telnet,S5H V1/V2) - SNMP V1/V2/V3, LLDP RMON, ARP protection, IP source protection, DoS protection, CPU monitoring, memory monitoring - system log - graded warning - Ping, Tracert detecion, cable detection, Dimensioni [LxYvxH 440mmx180mmx44mm , temperatura di funzionamento 0°C""40""C, Alimentazione 100-240V, staffe montaggio rack incluse",Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,SWP2L16,660.0,EE,listino,pz
SWP2L24,SWP2L24 - SWITCH POE LAYER2 MANAGED PG2F Switch HYKON Layer 2 Mana,"E DESCRIZIONE SWITCH POE LAYER2 MANAGED PG2F Switch HYKON Layer 2 Managed, 24 porte PoE 10/100/1000M Poe, 2 Uplink Gigabit SFP. 30W max per porta, 230 max disponibili, Backplane bandwidth 52Gbps, protocolli: IEEE 802.3 - IFEE 802.31 - IEEE 802.3u - IEEE 802.3ab - IEEE 802.37 - IEE 802.3ad -IEEE 802.3x - IEEE 802.1p - IJFEE 802.10 - IEEE 802.1d - IEEE 802.1s - IEEE 802.1w - IEEE 802.3af - IEEE 802.3at, Packe forwarding rate: 26,8Mpps, MAC address table:8K, port cache:4.1Mb, support DHCP Snooping, Forwarding mode: store anc forward, Funzioni AF Al VLAN, AI Extend per rilancio segnale sino a 250mt su cavo CAT5/6 - AI PoE - AI QoS, Caratteristiche di sicurezza: password protechion - Support to restrict user access based on port number, IF address, MAC address - HTTPS, SSL V3 TIS V1, 5SH V1/V2 - IP-MAC-PORT ternary binding - ARP protection, IP source protection, DoS protection - Support TEN port security and port Isolation, DHCP Snooping, DHCP attack protection, POE management: PoE total power limit - PoE chip status check - PoE port priority - PoE power supply time period, Multicast: IGMP v1/v2 Snooping - multicast VLAN - multicasi filtering, packet statistics, unknown multicast discard, Gestione e manutenzione: WEB network management {HTTP, HT FPS, SSL Y3) - CLI [Felnet,S5H Y1/V2) - SNMP Y1/V2/V3, LLOP RMON, ARP protection, IP source protection, DoS protection, CPU monitoring, memory monitoring - system log - sraded warning - Fing, Tracert detection, cable detection, Dimensioni [LxYWyxH 440mmx180mmx44mm , temperatura di funzionamento 0°C40""C Alimentazione 100-240, staffe montaggio rack incluse.",Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,SWP2L24,390.0,ACCESSORI,listino,pz
SWP3L8G24,SWP3L8G24 - SWITCH POE LAYER3 MANAGED F4F10G Switch HYKON Layer 3 Ma,"SWITCH POE LAYER3 MANAGED F4F10G Switch HYKON Layer 3 Managed, 3 porte 10/100/1000Mbps RJ45 {Combo}, 4 porte LOG SFP+ , 24 porte Gigabit SFP, 1 RIA! Console Port, 1 10/100Mbps RJ45 managed, USB 2.0 interface, 1 Mini-usb Console Port, Backpiane bandwidth 128Gbps, protocolli: IFEE 802.3 - IEEE 802.31 - IEEE 802.3u - IFEE 802.3ab - IFEE 802.37 - IFEE 802.3ad -IEEE 802.3x - IEEE 802.1p - IEEE 802.1q - IEEE 8.02.1d - IEEE 802.1s - IEEE 802.1w, Packet forwarding rate: 95,2 Mpps, MAC address table:16K, port cache:12Mb, support DHCP Snooping, Forwarding mode: store and forward, Caratteristiche di sicurezza: password protechon - Support to restrici user access based on port number, IF address, MAC address - HTTPS, SSI e W3,TL5 V1, SSH V1/V2 - IP-MAC-PORT ternary binding - ARP protection, IP source protection, Dos protection - DHCP Snoopin DHCP attack protecton- 802.1X authentication, AAA - port security and port isolation - CPU protection function, Multicast: IGMP v1/v2/v3 Snooping - MLD v1/v2 Snooping - Fast leave mechanism and querier supporting Layer 2 multicast - Layer 2 IPv4 static multicast - Layer 2 IPv6 static multicast - IGMP v1/v2/v3 Layer 3 Multicast, Gestione e manutenzione: WEB network management [HTTP, HTTPS, SSL V3) - CLI {Telnet,S5H Y1/V2) - SNMP V1/V/2/V3, LLDP, RMON V1/V/2 - LLDP device discovery - NTP time synchronization - DNS Client - CPU monitoring, memory monitoring - system log, graded warming - Ping Tracert detection, cable detection, Dimensioni {LxWxH]: 440mmx37Z0mmx44mm , temperatura di funzionamento 0°C40°C, Afimentazione ridondata 100-240V, staffe montaggio rack incluse.",Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,SWP3L8G24,1980.0,AL,listino,pz
SWI2L8F,SWI2L8F - SWITCH INDUSTRIALI POE LAYER2 MANAGED !G2F Switch HYKON,"E DESCRIZIONE SWITCH INDUSTRIALI POE LAYER2 MANAGED !G2F Switch HYKON industriale Layer 2 Managed, 4 porte PoE 10/100/1000Mbps R445, 2 porte Gigabit SFP, 1 console port, 30 max per porta, 126 max disponibili, Backplane bandwidth 12Gbps, protocolli: IEEE 802.3 - IEEE 802.31 - IEEE 802.3u - IEEE $02.3ab - IEEE 807.37 - IEEE 802.3ad -IFEE 802.3x - IFEE 802.1p - IEEE 802.1q - IEEE 802.1d- IEEE 802.15 - IEEE 802.1w - IEEE 802.3af - IEEE 802.3at, Packet forwarding rate: 8,9Mpps, MAC address table:8K, port cache:4.1Mb, support DHCP Snooping, Forwarding mode: store and forward, Funzioni Al: AI VLAN, AI Extend per rilancio segnale sino a 250mt su cavo CAT5/6 - Al PoE - AI Loop Frotect, Carattenstiche di sicurezza: password protection - Support to restrici user access based on port number, IP address, MAC address - HTTPS, SSL Y3,TLS Y1, SSH V1/V2 - IP-MAC-PORT ternary binding - ARP protection, IP ="" source protection, DoS protection - Support port security and port isolation, DHCP Snooping, DHCP attack protection - 802.1 authentication, AAA - port security and port isolation, PoE management: PoE total power limit - PoE chip status check - PoE port priority - PoE power supply time period, Multicast: IGMP v1/v2 Snooping - multicast VLAN - multicast filteringa, packet statistics, unknown multicast discard, Gestione e manutenzione: WEB network management [HTTP, HTTPS, SSL Y3) - CLI {Telnet,55H V1/Y2) - SNMP V1/\2/V3, LLDP. RMON, ARP protection, IP source protection, DoS protection, CPU monitoring, memory monitoring - system log - praded warning - Ping, Tracert detection, cable detection, uscità relè di guasto, Dimension {LxWWxH): 163mmx110mrmx46,5mm , temperatura di funzionamento -40°C * 75°C, grado di protezione IP40, Alimentazion",Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,SWI2L8F,499.0,ACCESSORI,listino,pz
SWI2L16,SWI2L16 - SWITCH INDUSTRIALI POE LAYER2 MANAGED PG4F Switch HYKON,"E DESCRIZIONE SWITCH INDUSTRIALI POE LAYER2 MANAGED PG4F Switch HYKON industriale Layer 2 Managed, 16 porte PoE 10/100/1000Mbps RI45, 4 porte Gigabit SFP, 1 console port, 300 max per porta, 300W max disponibili, Backplane bandwidth 40Gbps, protocolli: IEEE 802.3 - IEEE 802.31 - IEEE 802.3u - IEEE 802.3ab - IEEE 802.37 - IEEE 802.3ad -IEEE 802.3x - IEEE 802.1p - IEEE 802.1q - IEEE 802.1d - IEEE 802.15 - IEEE 802.1w - IFEE 802.3af - IEEE 802.3at, Packet forwarding rate: 29,8Mpps, MAC address table:8K, port cache:4.1Mb, support DHCP",Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,SWI2L16,1580.0,ACCESSORI,listino,pz
EXET,EXET - Switch PoE / Layer2 / Layer3,"Snocpine, Forwarding mode: store and forward, Funzioni Al: AI VLAN, AI Extend per rilancio segnate sino a 250mt su cavo - CAT5/6 - AI PoE - AI Loop Protect, Caratteristiche di sicurezza: password protection - Support te restrict user access based on | : port number, IP address, MAC address - HTTPS, 55L V3,FLS V1, S5H Y1/V2 - IP-MAC-PORT ternary binding - ARP protection, Il source protection, Dos protecion - Support port security and port isolation, DHCP Snooping, DHCP attack protection - 802.1 authentication, AAA - port security and port Isolation, PoE management: PoE total power limit - POE chip status check - PoE part priority - PoE power supply time period, Multicast: IGMP v1/v2 Snooping - multicast VLAN - multicast filterina, packet statistics, unknown multicast discard, Gestione e manutenzione: WEB network management [HTTP, HTTPS, SSL Y3) - CLI",Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,EXET,215.0,", | AL12048",listino,pz
SWN2Z2PI,SWN2Z2PI - Switch PoE / Layer2 / Layer3,"E DESCRIZIONE culo Extender PoE Gigabit Hykon, 1 ingresso PoE 10/100/1000M RJ45 adaptive, 2 uscite POE 10/100/1000 R145 adaptive, max 30 in ingresso e max 30VW in uscita IEFE802.3af/fat, Network protocol IFEE 802.3, IFEE 202.3i 1O0BASE-T, LEEE 807.3u 100BASE-TX IEEE 202.3ab 1000BASE-T, IEEE 802.3af/at, Transmission mode Store anf d Forward{full wirespeed), Bandwidth 12Gbps, Pack",Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,SWN2Z2PI,609.0,ACCESSORI,listino,pz
SWI2P,SWI2P - Switch PoE / Layer2 / Layer3,"Forwarding 7,2Mpps, MAC Address 2K, Buffer 2,5M, distanza di trasmissione 10BASE-T: Cat3,4,5 UTP{£250 metri), 100BASE : TX: Cat5 o superiore UTP{150 metri}, 1000BASE-TX: Cat6 o superiore UTP{150 metri}, alimentazione PoE, esterna 12V 0.5A opzionale, consumo 3W in standby e 30W max, temperatura di funzionamento -10°/+55°C, dimensioni 70x85x25mm, peso 0,2KE, 1P30.",Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,SWI2P,145.0,AA,listino,pz
AL120,AL120 - Switch PoE / Layer2 / Layer3,E DESCRIZIONE,Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,AL120,48.0,ACCESSORI,listino,pz
AL240,AL240 - Switch PoE / Layer2 / Layer3,"A106 Minigibic 1.256 SFP per doppia FO multimodale, 1310nm, 2KM, LC.",Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,AL240,65.0,,listino,pz
ALCC24,ALCC24 - Switch PoE / Layer2 / Layer3,"M1G Minigibic 1.25G SFP per doppia FO monomodale, 1310nm,L10Km, LC, temperatura operativa -40""/+85""C",Networking TVCC,Switch PoE / Layer2 / Layer3,Hykon,ALCC24,139.0,,listino,pz
AS40502,AS40502 - Armadio da estemo misure esterne L400 H.500 P.200 mm,"E DESCRIZIONE ARMADI IP55 DMI Armadio da estemo misure esterne L400 H.500 P.200 mm, misure interne L350 H.450 P190 | mm, peso a vuoto Kg 10, Classe di protezione IPS5, 1] quadro protegge le apparecchiature al suo interno da polveri e da getti di acqua piovana, al suo interno è presente una piastra di fondo, una guida DIN e una mensola utile al fissaggio e supporto delle apparecchiature. La porta anteriore è dotata di chiusura a chiave triangolare ed è protetta con guarnizioni di plastica a tenuta stagnia, inoltre è munita di un contatto di protezione per la segnalazione di eventuafi aperture non autorizzate.",Armadi Rack TVCC,Armadi,Hykon,AS40502,645.0,ACCESSORI,listino,pz
AS0660,AS0660 - armadio AS405020M1 in accialo per pali diametro compreso,"Il quadro è dotato di un termostato interno utife al pilotaggio del sistema di ventilazione per la dissipazione del calore tramite fessure coperte da filtri speciali, il materiale di costruzione è antiuttravioletto, antifurto, antiruggine, resistente alla corrosione da acidi e alcali, anti-interferenza elettromagnetica [EMP anti-fulmine]. La struttura modulare della scatola consente di installare le apparecchiature elettriche In verticale o In onzzontale a seconda delle esigenze. Sono incluse fe staf per |’ instaliazione a parete.. ira L Adattatore da palo per armadio AS405020M1 in accialo per pali diametro compreso tra 50/300mm. 1534",Armadi Rack TVCC,Armadi,Hykon,AS0660,9.0,la,listino,pz
AS0960,AS0960 - Armadio Rack IP55-06U misure L.600 P.450 A.333 peso 30Ke.,"Armadio Rack IP55-06U misure L.600 P.450 A.333 peso 30Ke. Armadio rack da esterno Classe di Protezione IP55, protetto contro la polvere e piccoli getti d’acqua. Ideale per ambienti motto polverosi dove sia necessario preservare | dispositivi inter Fianchi laterali e porta posteriore chiusa tramite saldature per minimizzare l'ingresso di polvere e acqua. La porta anteriore è protetta con guarnizioni di plastica per ja tenuta stagna e ha Inserita una griglia filtrata per la npresa dell’aria. Sul tetto pira a dell'armadio vi sone installate due ventole per garantire un'areazione corretta, le ventole sono senza termostato. Sono inclu: le staffe per installazione a muro. Sono disponibili 4 montanti per l'installazione degli accesson e sono compresi di guida cav laterale sui montanti frontali. Entrata cavi dal fondo tramite 4 fori con tappi di gomma. Colore grigio chiaro RAL7035. Porta c chiusura a chiave triangolare e fessure aerazione fitrate. Cavo di messa a terra Incluso. Apertura porta 90°.",Armadi Rack TVCC,Armadi,Hykon,AS0960,929.0,fe,listino,pz
AB0956,AB0956 - Armadio Antieffrazione da interno 09U misure L.560 R400 A,"E DESCRIZIONE ARMADI ANTIEFFRAZIONE 1046 Armadio Antieffrazione da interno 09U misure L.560 R400 A_460 peso 18K£. Questi armadi sone stati concepiti per resiste: x a tentativi di scasso e atti vandalici. ideale come antifurto per contenere dispositivi in condizioni di sicurezza estreme, In are« ""n di passaggio come scuole, corridoi di ospedali, nesozi, supermarket, ecc. Lo scopo è quello di proteggere i dispositvi di rete. gli apparati CCTV. I] grado di protezione è un 1P20, ii colore è un grigio RAL7035. La capacità di canco è di 60 kg. La serratura vi di chiusura di sicurezza è In accialo cromato a due barre. La porta è in accialo con apertura scorrevole. | montanti sono 14 regolabili in profondità. Le feritoie per l'ingresso del cavi è sia In alto che in basso. Una griglia a destra e a sinistra assicurano",Armadi Rack TVCC,Armadi,Hykon,AB0956,47.0,ACCESSORI,listino,pz
AV591,AV591 - armadio. E' incluso un set di 12 viti per l'installazione,"i ventilazione passiva dei componenti interni dell'armadio. E' incluso un set di 12 viti per l'installazione degli apparati. Testato conformità con gli standard ENS5022:2010 EN55024:2010 EN61000-3-2:2014 ENG1000-3-3:2013. ARMADI VERTICALI 1:55 Armadio verticale con chiavi L.58,5 P.16 A.55 peso 12Kg. Armadio verticale a muro per alloggiare in modo ottimale sistemi ST videosorveglianza, sistemi audio, reti, NVR e XVR, protegsendoli da accessi non autonzzati. La struttura ha un attacco intern | per installare un video VESA 75X75 o 100X100 sullo schienale. Il dispositivo NVR 0 XYR con un blocco anticaduta sullo sporte frontale e si può fissare grazie alle staffe regolabili. Le staffe si possono regolare per dispositivi alti fino a 8cm, oppure sono te predisposte per dispositivi 19” 1U. Il box è dotato di griglie per l'areazione passiva. | cavi possono entrare dai fianchi laterali,",Armadi Rack TVCC,Armadi,Hykon,AV591,300.0,Ò),listino,pz
